CBSA,NAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,LSAD
28140,"Bates County, MO",16038,16053,16095,16170,16242,County or equivalent
28140,"Caldwell County, MO",8812,8822,8904,8939,8955,County or equivalent
28140,"Cass County, MO",107823,108161,109780,110357,111732,County or equivalent
28140,"Clay County, MO",253329,254137,255871,256930,259772,County or equivalent
28140,"Clinton County, MO",21176,21209,21213,21303,21548,County or equivalent
28140,"Jackson County, MO",717216,717615,717875,716218,718560,County or equivalent
28140,"Lafayette County, MO",32983,33055,32834,32967,33196,County or equivalent
28140,"Platte County, MO",106733,107193,108744,110570,111940,County or equivalent
28140,"Ray County, MO",23161,23133,23089,23121,23182,County or equivalent
28420,"Kennewick-Richland, WA",303616,304569,308701,311411,314253,Metropolitan Statistical Area
28420,"Benton County, WA",206868,207419,210599,212829,215219,County or equivalent
28420,"Franklin County, WA",96748,97150,98102,98582,99034,County or equivalent
28450,"Kenosha, WI",169150,169195,168414,167637,167488,Metropolitan Statistical Area
28450,"Kenosha County, WI",169150,169195,168414,167637,167488,County or equivalent
28660,"Killeen-Temple, TX",475371,477093,487012,494449,501333,Metropolitan Statistical Area
28660,"Bell County, TX",370657,372258,380399,387454,393193,County or equivalent
28660,"Coryell County, TX",83085,83130,84389,84205,84878,County or equivalent
28660,"Lampasas County, TX",21629,21705,22224,22790,23262,County or equivalent
28700,"Kingsport-Bristol, TN-VA",307610,307750,308690,311040,313025,Metropolitan Statistical Area
28700,"Hawkins County, TN",56724,56721,57202,57903,58600,County or equivalent
28700,"Sullivan County, TN",158162,158246,159212,160862,162135,County or equivalent
28700,"Scott County, VA",21569,21589,21476,21480,21433,County or equivalent
28700,"Washington County, VA",53936,53895,53735,53855,54050,County or equivalent
28700,"Bristol city, VA",17219,17299,17065,16940,16807,County or equivalent
28740,"Kingston, NY",181841,181271,183489,182320,182333,Metropolitan Statistical Area
28740,"Ulster County, NY",181841,181271,183489,182320,182333,County or equivalent
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",698336,696887,703943,704100,704620,Metropolitan Statistical Area
28880,"Dutchess County, NY",297021,295901,298776,297609,297150,County or equivalent
28880,"Orange County, NY",401315,400986,405167,406491,407470,County or equivalent
28940,"Knoxville, TN",903322,905896,916415,932921,946264,Metropolitan Statistical Area
28940,"Anderson County, TN",77147,77320,77615,78929,80234,County or equivalent
28940,"Blount County, TN",135287,135657,137611,139810,141456,County or equivalent
28940,"Campbell County, TN",39275,39301,39455,39564,40223,County or equivalent
28940,"Grainger County, TN",23530,23569,23800,24185,24681,County or equivalent
28940,"Knox County, TN",478966,480516,485941,495380,500669,County or equivalent
28940,"Loudon County, TN",54887,55129,56785,58244,60591,County or equivalent
28940,"Morgan County, TN",21030,21042,21107,21207,21573,County or equivalent
28940,"Roane County, TN",53396,53517,54088,55129,56096,County or equivalent
28940,"Union County, TN",19804,19845,20013,20473,20741,County or equivalent
29020,"Kokomo, IN",83664,83589,83650,83546,83831,Metropolitan Statistical Area
29020,"Howard County, IN",83664,83589,83650,83546,83831,County or equivalent
29100,"La Crosse-Onalaska, WI-MN",170336,170466,169067,170042,170238,Metropolitan Statistical Area
29100,"Houston County, MN",18846,18849,18819,18727,18582,County or equivalent
29100,"La Crosse County, WI",120779,120921,119331,120252,120486,County or equivalent
29100,"Vernon County, WI",30711,30696,30917,31063,31170,County or equivalent
29180,"Lafayette, LA",408082,408213,410533,412641,414288,Metropolitan Statistical Area
29180,"Acadia Parish, LA",57571,57478,57217,56725,56489,County or equivalent
29180,"Lafayette Parish, LA",241737,242145,244880,247714,249750,County or equivalent
29180,"St. Martin Parish, LA",51768,51634,51562,51249,51057,County or equivalent
29180,"Vermilion Parish, LA",57006,56956,56874,56953,56992,County or equivalent
29200,"Lafayette-West Lafayette, IN",223714,223864,225083,225911,226564,Metropolitan Statistical Area
29200,"Benton County, IN",8717,8715,8686,8672,8729,County or equivalent
29200,"Carroll County, IN",20308,20339,20525,20514,20525,County or equivalent
29200,"Tippecanoe County, IN",186255,186387,187423,188237,188792,County or equivalent
29200,"Warren County, IN",8434,8423,8449,8488,8518,County or equivalent
29340,"Lake Charles, LA",254651,254314,242381,239113,240082,Metropolitan Statistical Area
29340,"Calcasieu Parish, LA",216783,216481,204914,202288,203761,County or equivalent
29340,"Cameron Parish, LA",5619,5623,5094,4896,4768,County or equivalent
29340,"Jefferson Davis Parish, LA",32249,32210,32373,31929,31553,County or equivalent
29420,"Lake Havasu City-Kingman, AZ",213276,214185,217164,220905,223682,Metropolitan Statistical Area
29420,"Mohave County, AZ",213276,214185,217164,220905,223682,County or equivalent
29460,"Lakeland-Winter Haven, FL",725048,730158,755598,788382,818330,Metropolitan Statistical Area
29460,"Polk County, FL",725048,730158,755598,788382,818330,County or equivalent
29540,"Lancaster, PA",552989,552821,556292,556660,558589,Metropolitan Statistical Area
29540,"Lancaster County, PA",552989,552821,556292,556660,558589,County or equivalent
29620,"Lansing-East Lansing, MI",473202,473020,459596,471983,473177,Metropolitan Statistical Area
29620,"Clinton County, MI",79130,79170,79464,79652,79720,County or equivalent
29620,"Eaton County, MI",109165,109175,108908,108854,108820,County or equivalent
29620,"Ingham County, MI",284907,284675,271224,283477,284637,County or equivalent
29700,"Laredo, TX",267113,267363,267400,267619,269148,Metropolitan Statistical Area
29700,"Webb County, TX",267113,267363,267400,267619,269148,County or equivalent
29740,"Las Cruces, NM",219569,220060,221732,223530,225210,Metropolitan Statistical Area
29740,"Dona Ana County, NM",219569,220060,221732,223530,225210,County or equivalent
29820,"Las Vegas-Henderson-North Las Vegas, NV",2265475,2274887,2295310,2322535,2336573,Metropolitan Statistical Area
29820,"Clark County, NV",2265475,2274887,2295310,2322535,2336573,County or equivalent
29940,"Lawrence, KS",118779,118784,119493,120007,120553,Metropolitan Statistical Area
29940,"Douglas County, KS",118779,118784,119493,120007,120553,County or equivalent
30020,"Lawton, OK",126651,126660,127766,127674,127001,Metropolitan Statistical Area
30020,"Comanche County, OK",121128,121125,122324,122225,121574,County or equivalent
30020,"Cotton County, OK",5523,5535,5442,5449,5427,County or equivalent
30140,"Lebanon, PA",143253,143278,143759,143902,144252,Metropolitan Statistical Area
30140,"Lebanon County, PA",143253,143278,143759,143902,144252,County or equivalent
30300,"Lewiston, ID-WA",64377,64469,64969,65445,65536,Metropolitan Statistical Area
30300,"Nez Perce County, ID",42091,42145,42500,42909,42987,County or equivalent
30300,"Asotin County, WA",22286,22324,22469,22536,22549,County or equivalent
30340,"Lewiston-Auburn, ME",111132,111175,112732,113225,113765,Metropolitan Statistical Area
30340,"Androscoggin County, ME",111132,111175,112732,113225,113765,County or equivalent
30460,"Lexington-Fayette, KY",516820,517407,516639,517748,520045,Metropolitan Statistical Area
30460,"Bourbon County, KY",20246,20286,20224,20109,20134,County or equivalent
30460,"Clark County, KY",36987,37035,36895,36992,37304,County or equivalent
30460,"Fayette County, KY",322564,322627,320519,320281,320154,County or equivalent
30460,"Jessamine County, KY",52990,53024,53603,54236,55017,County or equivalent
30460,"Scott County, KY",57160,57531,58316,59077,60168,County or equivalent
30460,"Woodford County, KY",26873,26904,27082,27053,27268,County or equivalent
30500,"Lexington Park, MD",206566,206914,208883,209342,210009,Metropolitan Statistical Area
30500,"Calvert County, MD",92789,92915,94233,94559,94728,County or equivalent
30500,"St. Mary's County, MD",113777,113999,114650,114783,115281,County or equivalent
30620,"Lima, OH",102211,102125,101784,101097,100838,Metropolitan Statistical Area
30620,"Allen County, OH",102211,102125,101784,101097,100838,County or equivalent
30700,"Lincoln, NE",340221,340783,340960,342059,344387,Metropolitan Statistical Area
30700,"Lancaster County, NE",322613,323165,323404,324434,326716,County or equivalent
30700,"Seward County, NE",17608,17618,17556,17625,17671,County or equivalent
30780,"Little Rock-North Little Rock-Conway, AR",748038,748990,751986,757768,764045,Metropolitan Statistical Area
30780,"Faulkner County, AR",123493,123820,125608,127565,129951,County or equivalent
30780,"Grant County, AR",17960,18018,18123,18129,18383,County or equivalent
30780,"Lonoke County, AR",74012,74055,74770,75199,75944,County or equivalent
30780,"Perry County, AR",10018,9997,9995,10073,10184,County or equivalent
30780,"Pulaski County, AR",399125,399274,398108,399387,400009,County or equivalent
30780,"Saline County, AR",123430,123826,125382,127415,129574,County or equivalent
30860,"Logan, UT-ID",147352,147913,152128,155315,157887,Metropolitan Statistical Area
30860,"Franklin County, ID",14194,14282,14670,15170,15494,County or equivalent
30860,"Cache County, UT",133158,133631,137458,140145,142393,County or equivalent
30980,"Longview, TX",286179,286350,288187,290575,293498,Metropolitan Statistical Area
30980,"Gregg County, TX",124238,124251,124130,125559,126243,County or equivalent
30980,"Harrison County, TX",68832,68801,69527,70038,70895,County or equivalent
30980,"Rusk County, TX",52215,52252,52695,52524,53079,County or equivalent
30980,"Upshur County, TX",40894,41046,41835,42454,43281,County or equivalent
31020,"Longview-Kelso, WA",110728,111014,111685,112064,112864,Metropolitan Statistical Area
31020,"Cowlitz County, WA",110728,111014,111685,112064,112864,County or equivalent
31080,"Los Angeles-Long Beach-Anaheim, CA",13200973,13178547,12970073,12870137,12799100,Metropolitan Statistical Area
31080,"Anaheim-Santa Ana-Irvine, CA",3186997,3185734,3160611,3150372,3135755,Metropolitan Division
31080,"Orange County, CA",3186997,3185734,3160611,3150372,3135755,County or equivalent
31080,"Los Angeles-Long Beach-Glendale, CA",10013976,9992813,9809462,9719765,9663345,Metropolitan Division
31080,"Los Angeles County, CA",10013976,9992813,9809462,9719765,9663345,County or equivalent
31140,"Louisville/Jefferson County, KY-IN",1362145,1362955,1361424,1361300,1365557,Metropolitan Statistical Area
31140,"Clark County, IN",121093,121360,122895,124222,125467,County or equivalent
31140,"Floyd County, IN",80479,80519,80595,80621,80809,County or equivalent
31140,"Harrison County, IN",39656,39676,39805,39790,40006,County or equivalent
31140,"Washington County, IN",28168,28238,28138,28171,28205,County or equivalent
31140,"Bullitt County, KY",82231,82366,83073,83774,84863,County or equivalent
31140,"Henry County, KY",15681,15698,15708,15760,15973,County or equivalent
31140,"Jefferson County, KY",782964,782845,777251,773095,772144,County or equivalent
31140,"Meade County, KY",30005,30026,30119,30010,30131,County or equivalent
31140,"Nelson County, KY",46727,46779,47127,47359,47730,County or equivalent
31140,"Oldham County, KY",67607,67693,68238,69444,70183,County or equivalent
31140,"Shelby County, KY",48101,48244,48588,48842,49515,County or equivalent
31140,"Spencer County, KY",19433,19511,19887,20212,20531,County or equivalent
31180,"Lubbock, TX",351261,352167,355386,356789,360104,Metropolitan Statistical Area
31180,"Cochran County, TX",2547,2561,2480,2522,2509,County or equivalent
31180,"Crosby County, TX",5129,5098,5085,4992,4917,County or equivalent
31180,"Garza County, TX",5817,5817,6269,4498,4517,County or equivalent
31180,"Hockley County, TX",21542,21504,21265,21278,21460,County or equivalent
31180,"Lubbock County, TX",310633,311578,314642,317761,320940,County or equivalent
31180,"Lynn County, TX",5593,5609,5645,5738,5761,County or equivalent
31340,"Lynchburg, VA",261597,261643,262483,263209,264590,Metropolitan Statistical Area
31340,"Amherst County, VA",31310,31312,31385,31472,31396,County or equivalent
31340,"Appomattox County, VA",16116,16154,16398,16703,16864,County or equivalent
31340,"Bedford County, VA",79465,79559,80242,80741,81525,County or equivalent
31340,"Campbell County, VA",55699,55639,55344,55065,55270,County or equivalent
31340,"Lynchburg city, VA",79007,78979,79114,79228,79535,County or equivalent
31420,"Macon-Bibb County, GA",233808,233610,233159,233952,236074,Metropolitan Statistical Area
31420,"Bibb County, GA",157347,157035,155980,156126,156512,County or equivalent
31420,"Crawford County, GA",12128,12103,12139,12169,12277,County or equivalent
31420,"Jones County, GA",28353,28402,28406,28512,28969,County or equivalent
31420,"Monroe County, GA",27956,28057,28753,29469,30625,County or equivalent
31420,"Twiggs County, GA",8024,8013,7881,7676,7691,County or equivalent
31540,"Madison, WI",680805,681902,680860,686829,694345,Metropolitan Statistical Area
31540,"Columbia County, WI",58492,58533,58445,58228,58091,County or equivalent
31540,"Dane County, WI",561508,562615,561542,567758,575347,County or equivalent
31540,"Green County, WI",37088,37035,37066,36885,36951,County or equivalent
31540,"Iowa County, WI",23717,23719,23807,23958,23956,County or equivalent
31700,"Manchester-Nashua, NH",422938,422913,424413,427493,427354,Metropolitan Statistical Area
31700,"Hillsborough County, NH",422938,422913,424413,427493,427354,County or equivalent
31740,"Manhattan, KS",134042,134187,133860,133384,132831,Metropolitan Statistical Area
31740,"Geary County, KS",36735,36760,36116,35529,35047,County or equivalent
31740,"Pottawatomie County, KS",25343,25411,25873,26292,26382,County or equivalent
31740,"Riley County, KS",71964,72016,71871,71563,71402,County or equivalent
31860,"Mankato, MN",103563,103698,103728,103946,104248,Metropolitan Statistical Area
31860,"Blue Earth County, MN",69114,69204,69380,69603,70006,County or equivalent
31860,"Nicollet County, MN",34449,34494,34348,34343,34242,County or equivalent
31900,"Mansfield, OH",124927,124966,125341,125261,125064,Metropolitan Statistical Area
31900,"Richland County, OH",124927,124966,125341,125261,125064,County or equivalent
32580,"McAllen-Edinburg-Mission, TX",870787,872856,879865,888286,898471,Metropolitan Statistical Area
32580,"Hidalgo County, TX",870787,872856,879865,888286,898471,County or equivalent
32780,"Medford, OR",223255,223620,224353,221669,220768,Metropolitan Statistical Area
32780,"Jackson County, OR",223255,223620,224353,221669,220768,County or equivalent
32820,"Memphis, TN-MS-AR",1345436,1346172,1342637,1338667,1335674,Metropolitan Statistical Area
32820,"Crittenden County, AR",48156,48076,47438,47051,47139,County or equivalent
32820,"Benton County, MS",7646,7664,7638,7556,7438,County or equivalent
32820,"DeSoto County, MS",185312,186122,189004,191144,193247,County or equivalent
32820,"Marshall County, MS",33753,33781,33755,33905,34123,County or equivalent
32820,"Tate County, MS",28067,28121,28103,28259,28261,County or equivalent
32820,"Tunica County, MS",9787,9733,9642,9407,9234,County or equivalent
32820,"Fayette County, TN",41721,41870,42616,43338,44175,County or equivalent
32820,"Shelby County, TN",930020,929763,923382,916357,910042,County or equivalent
32820,"Tipton County, TN",60974,61042,61059,61650,62015,County or equivalent
32900,"Merced, CA",281205,281830,284610,290210,291920,Metropolitan Statistical Area
32900,"Merced County, CA",281205,281830,284610,290210,291920,County or equivalent
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",6138356,6133365,6108758,6139812,6183199,Metropolitan Statistical Area
33100,"Fort Lauderdale-Pompano Beach-Sunrise, FL",1944381,1943398,1935575,1946889,1962531,Metropolitan Division
33100,"Broward County, FL",1944381,1943398,1935575,1946889,1962531,County or equivalent
33100,"Miami-Miami Beach-Kendall, FL",2701776,2695685,2669748,2673056,2686867,Metropolitan Division
33100,"Miami-Dade County, FL",2701776,2695685,2669748,2673056,2686867,County or equivalent
33100,"West Palm Beach-Boca Raton-Delray Beach, FL",1492199,1494282,1503435,1519867,1533801,Metropolitan Division
33100,"Palm Beach County, FL",1492199,1494282,1503435,1519867,1533801,County or equivalent
33140,"Michigan City-La Porte, IN",112404,112270,112513,111822,111706,Metropolitan Statistical Area
33140,"LaPorte County, IN",112404,112270,112513,111822,111706,County or equivalent
33220,"Midland, MI",83487,83478,83479,83762,84039,Metropolitan Statistical Area
33220,"Midland County, MI",83487,83478,83479,83762,84039,County or equivalent
33260,"Midland, TX",175224,175614,173471,177247,182324,Metropolitan Statistical Area
33260,"Martin County, TX",5238,5252,5214,5228,5216,County or equivalent
33260,"Midland County, TX",169986,170362,168257,172019,177108,County or equivalent
33340,"Milwaukee-Waukesha, WI",1574713,1574476,1563237,1559128,1560424,Metropolitan Statistical Area
33340,"Milwaukee County, WI",939471,938550,924276,918078,916205,County or equivalent
33340,"Ozaukee County, WI",91509,91629,92600,93021,93460,County or equivalent
33340,"Washington County, WI",136758,136801,137253,137756,138168,County or equivalent
33340,"Waukesha County, WI",406975,407496,409108,410273,412591,County or equivalent
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3690271,3694114,3696290,3691666,3712020,Metropolitan Statistical Area
33460,"Anoka County, MN",363904,364499,367802,369108,372441,County or equivalent
33460,"Carver County, MN",106919,107297,108859,110120,111057,County or equivalent
33460,"Chisago County, MN",56619,56716,57549,57898,58535,County or equivalent
33460,"Dakota County, MN",439878,440423,442730,443272,447440,County or equivalent
33460,"Hennepin County, MN",1281571,1281649,1270055,1257066,1258713,County or equivalent
33460,"Isanti County, MN",41139,41396,41962,42711,43182,County or equivalent
33460,"Le Sueur County, MN",28667,28637,28900,29124,29255,County or equivalent
33460,"Mille Lacs County, MN",26473,26468,26913,27295,27427,County or equivalent
33460,"Ramsey County, MN",552355,551716,544025,537303,536075,County or equivalent
33460,"Scott County, MN",150916,151347,153611,154423,155814,County or equivalent
33460,"Sherburne County, MN",97189,97593,99211,100540,102206,County or equivalent
33460,"Washington County, MN",267557,268389,272865,276169,278936,County or equivalent
33460,"Wright County, MN",141349,141883,145204,148118,151150,County or equivalent
33460,"Pierce County, WI",42206,42229,41606,42552,43026,County or equivalent
33460,"St. Croix County, WI",93529,93872,94998,95967,96763,County or equivalent
33500,"Minot, ND",77561,77527,76867,76233,75742,Metropolitan Statistical Area
33500,"McHenry County, ND",5352,5332,5238,5195,5131,County or equivalent
33500,"Renville County, ND",2283,2274,2265,2250,2279,County or equivalent
33500,"Ward County, ND",69926,69921,69364,68788,68332,County or equivalent
33540,"Missoula, MT",122458,122915,124700,126031,126939,Metropolitan Statistical Area
33540,"Mineral County, MT",4531,4568,4859,5020,5090,County or equivalent
33540,"Missoula County, MT",117927,118347,119841,121011,121849,County or equivalent
33660,"Mobile, AL",414809,414377,413383,411398,411640,Metropolitan Statistical Area
33660,"Mobile County, AL",414809,414377,413383,411398,411640,County or equivalent
33700,"Modesto, CA",552882,553257,552723,551226,551430,Metropolitan Statistical Area
33700,"Stanislaus County, CA",552882,553257,552723,551226,551430,County or equivalent
33740,"Monroe, LA",227154,226694,224744,222631,221885,Metropolitan Statistical Area
33740,"Morehouse Parish, LA",25638,25465,25021,24414,23955,County or equivalent
33740,"Ouachita Parish, LA",160370,160111,158866,157704,157568,County or equivalent
33740,"Richland Parish, LA",20041,20026,19856,19784,19712,County or equivalent
33740,"Union Parish, LA",21105,21092,21001,20729,20650,County or equivalent
33780,"Monroe, MI",154802,154896,155534,155235,155045,Metropolitan Statistical Area
33780,"Monroe County, MI",154802,154896,155534,155235,155045,County or equivalent
33860,"Montgomery, AL",386062,385403,384872,385410,385480,Metropolitan Statistical Area
33860,"Autauga County, AL",58809,58915,59203,59726,60342,County or equivalent
33860,"Elmore County, AL",87980,87861,88789,89600,90441,County or equivalent
33860,"Lowndes County, AL",10321,10285,9945,9783,9717,County or equivalent
33860,"Montgomery County, AL",228952,228342,226935,226301,224980,County or equivalent
34060,"Morgantown, WV",140034,140100,140825,141200,141817,Metropolitan Statistical Area
34060,"Monongalia County, WV",105821,105912,106521,106978,107718,County or equivalent
34060,"Preston County, WV",34213,34188,34304,34222,34099,County or equivalent
34100,"Morristown, TN",119182,119458,119907,121827,124054,Metropolitan Statistical Area
34100,"Hamblen County, TN",64500,64542,64360,65167,66216,County or equivalent
34100,"Jefferson County, TN",54682,54916,55547,56660,57838,County or equivalent
34580,"Mount Vernon-Anacortes, WA",129524,129902,131005,131322,131417,Metropolitan Statistical Area
34580,"Skagit County, WA",129524,129902,131005,131322,131417,County or equivalent
34620,"Muncie, IN",111909,111762,112057,112163,112321,Metropolitan Statistical Area
34620,"Delaware County, IN",111909,111762,112057,112163,112321,County or equivalent
34740,"Muskegon-Norton Shores, MI",174736,174784,175550,175539,176564,Metropolitan Statistical Area
34740,"Muskegon County, MI",174736,174784,175550,175539,176564,County or equivalent
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",351032,353765,366093,383147,397478,Metropolitan Statistical Area
34820,"Horry County, SC",351032,353765,366093,383147,397478,County or equivalent
34900,"Napa, CA",138013,137459,136265,134370,133216,Metropolitan Statistical Area
34900,"Napa County, CA",138013,137459,136265,134370,133216,County or equivalent
34940,"Naples-Marco Island, FL",375760,377310,387226,397516,404310,Metropolitan Statistical Area
34940,"Collier County, FL",375760,377310,387226,397516,404310,County or equivalent
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2014420,2021744,2033369,2071019,2102573,Metropolitan Statistical Area
34980,"Cannon County, TN",14507,14565,14537,14807,15063,County or equivalent
34980,"Cheatham County, TN",41064,41131,41498,41764,42254,County or equivalent
34980,"Davidson County, TN",715878,716059,700860,707351,712334,County or equivalent
34980,"Dickson County, TN",54307,54440,55174,55727,56729,County or equivalent
34980,"Hickman County, TN",24911,24972,25080,25481,25826,County or equivalent
34980,"Macon County, TN",25217,25267,25673,26214,26793,County or equivalent
34980,"Maury County, TN",100969,101826,104942,107996,110760,County or equivalent
34980,"Robertson County, TN",72805,72953,74031,75398,76776,County or equivalent
34980,"Rutherford County, TN",341483,343298,351194,360682,367101,County or equivalent
34980,"Smith County, TN",19913,19971,20169,20470,20538,County or equivalent
34980,"Sumner County, TN",196285,197416,200505,203721,207994,County or equivalent
34980,"Trousdale County, TN",11609,11635,11605,12077,12271,County or equivalent
34980,"Williamson County, TN",247724,249552,256065,260738,264460,County or equivalent
34980,"Wilson County, TN",147748,148659,152036,158593,163674,County or equivalent
35300,"New Haven, CT",570455,564076,568450,568402,568158,Metropolitan Statistical Area
35300,"South Central Connecticut Planning Region, CT",570455,564076,568450,568402,568158,County or equivalent
35380,"New Orleans-Metairie, LA",1007286,1005281,993487,973385,962165,Metropolitan Statistical Area
35380,"Jefferson Parish, LA",440783,439725,434134,426030,421777,County or equivalent
35380,"Orleans Parish, LA",383997,383241,377346,369917,364136,County or equivalent
35380,"Plaquemines Parish, LA",23515,23460,23310,22618,22386,County or equivalent
35380,"St. Bernard Parish, LA",43765,43856,44324,44419,44463,County or equivalent
35380,"St. Charles Parish, LA",52548,52513,52470,51058,50620,County or equivalent
35380,"St. James Parish, LA",20197,20120,19794,19388,19191,County or equivalent
35380,"St. John the Baptist Parish, LA",42481,42366,42109,39955,39592,County or equivalent
35620,"New York-Newark-Jersey City, NY-NJ",20081990,19990547,19721192,19563798,19498249,Metropolitan Statistical Area
35620,"Lakewood-New Brunswick, NJ",2489402,2487463,2505204,2508032,2514461,Metropolitan Division
35620,"Middlesex County, NJ",863202,861408,862364,861094,863623,County or equivalent
35620,"Monmouth County, NJ",643612,642836,646517,644228,642799,County or equivalent
35620,"Ocean County, NJ",637235,638465,649825,655663,659197,County or equivalent
35620,"Somerset County, NJ",345353,344754,346498,347047,348842,County or equivalent
35620,"Nassau County-Suffolk County, NY",2921661,2912555,2925624,2913268,2904885,Metropolitan Division
35620,"Nassau County, NY",1395767,1390491,1391809,1385294,1381715,County or equivalent
35620,"Suffolk County, NY",1525894,1522064,1533815,1527974,1523170,County or equivalent
35620,"Newark, NJ",2220589,2214774,2213071,2206740,2214581,Metropolitan Division
35620,"Essex County, NJ",862768,859974,854233,849724,851117,County or equivalent
35620,"Hunterdon County, NJ",128950,128786,129671,129805,130183,County or equivalent
35620,"Morris County, NJ",509288,508439,510613,511219,514423,County or equivalent
35620,"Sussex County, NJ",144220,143915,145721,145575,146132,County or equivalent
35620,"Union County, NJ",575363,573660,572833,570417,572726,County or equivalent
35620,"New York-Jersey City-White Plains, NY-NJ",12450338,12375755,12077293,11935758,11864322,Metropolitan Division
35620,"Bergen County, NJ",955743,953690,955383,953540,957736,County or equivalent
35620,"Hudson County, NJ",724858,721879,703448,702381,705472,County or equivalent
35620,"Passaic County, NJ",525054,523439,518376,513634,513395,County or equivalent
35620,"Bronx County, NY",1472653,1461151,1424084,1381808,1356476,County or equivalent
35620,"Kings County, NY",2736119,2718447,2637522,2589531,2561225,County or equivalent
35620,"New York County, NY",1694250,1677232,1578055,1594543,1597451,County or equivalent
35620,"Putnam County, NY",97678,97635,98228,98312,98060,County or equivalent
35620,"Queens County, NY",2405425,2388864,2329008,2278558,2252196,County or equivalent
35620,"Richmond County, NY",495752,494598,493547,491358,490687,County or equivalent
35620,"Rockland County, NY",338337,337367,339786,340357,340807,County or equivalent
35620,"Westchester County, NY",1004469,1001453,999856,991736,990817,County or equivalent
35660,"Niles, MI",154318,154197,153352,152835,152261,Metropolitan Statistical Area
35660,"Berrien County, MI",154318,154197,153352,152835,152261,County or equivalent
35840,"North Port-Bradenton-Sarasota, FL",833724,837856,862352,891721,910108,Metropolitan Statistical Area
35840,"Manatee County, FL",399714,401619,413716,429169,441095,County or equivalent
35840,"Sarasota County, FL",434010,436237,448636,462552,469013,County or equivalent
35980,"Norwich-New London-Willimantic, CT",280428,278342,278820,279257,279634,Metropolitan Statistical Area
35980,"Southeastern Connecticut Planning Region, CT",280428,278342,278820,279257,279634,County or equivalent
36100,"Ocala, FL",375904,377472,385135,396437,409959,Metropolitan Statistical Area
36100,"Marion County, FL",375904,377472,385135,396437,409959,County or equivalent
36220,"Odessa, TX",165170,165490,160758,161057,164494,Metropolitan Statistical Area
36220,"Ector County, TX",165170,165490,160758,161057,164494,County or equivalent
36260,"Ogden, UT",637207,639141,646735,652184,658133,Metropolitan Statistical Area
36260,"Davis County, UT",362695,363771,367504,369887,373207,County or equivalent
36260,"Morgan County, UT",12294,12382,12662,12837,13000,County or equivalent
36260,"Weber County, UT",262218,262988,266569,269460,271926,County or equivalent
36420,"Oklahoma City, OK",1425703,1429940,1443830,1459957,1477926,Metropolitan Statistical Area
36420,"Canadian County, OK",154151,155434,161999,169254,175829,County or equivalent
36420,"Cleveland County, OK",295525,296236,298110,299484,301193,County or equivalent
36420,"Grady County, OK",54803,54881,55595,56648,57375,County or equivalent
36420,"Lincoln County, OK",33460,33498,33846,34134,34562,County or equivalent
36420,"Logan County, OK",49545,49736,50900,51924,53029,County or equivalent
36420,"McClain County, OK",41664,41914,43535,45410,47072,County or equivalent
36420,"Oklahoma County, OK",796555,798241,799845,803103,808866,County or equivalent
36500,"Olympia-Lacey-Tumwater, WA",294792,295998,298196,298639,299003,Metropolitan Statistical Area
36500,"Thurston County, WA",294792,295998,298196,298639,299003,County or equivalent
36540,"Omaha, NE-IA",967606,969146,972748,976309,983969,Metropolitan Statistical Area
36540,"Harrison County, IA",14582,14569,14690,14680,14670,County or equivalent
36540,"Mills County, IA",14483,14398,14467,14535,14633,County or equivalent
36540,"Pottawattamie County, IA",93666,93669,93410,93065,93179,County or equivalent
36540,"Cass County, NE",26604,26611,27080,27152,27446,County or equivalent
36540,"Douglas County, NE",584531,585431,585452,586106,589540,County or equivalent
36540,"Sarpy County, NE",190597,191167,193826,196427,199886,County or equivalent
36540,"Saunders County, NE",22281,22374,22832,23177,23463,County or equivalent
36540,"Washington County, NE",20862,20927,20991,21167,21152,County or equivalent
36740,"Orlando-Kissimmee-Sanford, FL",2673391,2680491,2698960,2763017,2817933,Metropolitan Statistical Area
36740,"Lake County, FL",383962,386216,396352,410090,424462,County or equivalent
36740,"Orange County, FL",1429908,1431679,1427761,1451761,1471416,County or equivalent
36740,"Osceola County, FL",388664,391141,403990,422543,437784,County or equivalent
36740,"Seminole County, FL",470857,471455,470857,478623,484271,County or equivalent
36780,"Oshkosh-Neenah, WI",171735,171815,170580,170688,171735,Metropolitan Statistical Area
36780,"Winnebago County, WI",171735,171815,170580,170688,171735,County or equivalent
36980,"Owensboro, KY",112477,112541,112211,112296,112512,Metropolitan Statistical Area
36980,"Daviess County, KY",103324,103405,103089,103189,103458,County or equivalent
36980,"McLean County, KY",9153,9136,9122,9107,9054,County or equivalent
37100,"Oxnard-Thousand Oaks-Ventura, CA",843840,843371,839471,832871,829590,Metropolitan Statistical Area
37100,"Ventura County, CA",843840,843371,839471,832871,829590,County or equivalent
37140,"Paducah, KY-IL",103480,103441,102920,102522,102267,Metropolitan Statistical Area
