CBSA,NAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,LSAD
17980,"Stewart County, GA",5314,5303,4915,4604,4674,County or equivalent
17980,"Talbot County, GA",5735,5726,5755,5757,5718,County or equivalent
18020,"Columbus, IN",82211,82218,82729,83394,84003,Metropolitan Statistical Area
18020,"Bartholomew County, IN",82211,82218,82729,83394,84003,County or equivalent
18140,"Columbus, OH",2138941,2141895,2146927,2162066,2180271,Metropolitan Statistical Area
18140,"Delaware County, OH",214135,215166,221282,226526,231636,County or equivalent
18140,"Fairfield County, OH",158908,159448,161209,162956,165360,County or equivalent
18140,"Franklin County, OH",1323810,1324441,1317346,1321730,1326063,County or equivalent
18140,"Hocking County, OH",28053,28040,28101,27818,27540,County or equivalent
18140,"Licking County, OH",178513,178784,180021,181765,183201,County or equivalent
18140,"Madison County, OH",43843,43849,44428,43581,44602,County or equivalent
18140,"Morrow County, OH",34945,34980,35205,35336,35595,County or equivalent
18140,"Perry County, OH",35406,35446,35464,35471,35551,County or equivalent
18140,"Pickaway County, OH",58545,58656,58765,60007,61086,County or equivalent
18140,"Union County, OH",62783,63085,65106,66876,69637,County or equivalent
18580,"Corpus Christi, TX",445758,446171,447569,446640,448323,Metropolitan Statistical Area
18580,"Aransas County, TX",23829,23932,24510,24963,25374,County or equivalent
18580,"Nueces County, TX",353175,353398,353292,351590,352289,County or equivalent
18580,"San Patricio County, TX",68754,68841,69767,70087,70660,County or equivalent
18700,"Corvallis, OR",95183,95214,96321,97661,97713,Metropolitan Statistical Area
18700,"Benton County, OR",95183,95214,96321,97661,97713,County or equivalent
18880,"Crestview-Fort Walton Beach-Destin, FL",286973,288026,293662,299868,304818,Metropolitan Statistical Area
18880,"Okaloosa County, FL",211666,212085,213641,216464,218464,County or equivalent
18880,"Walton County, FL",75307,75941,80021,83404,86354,County or equivalent
19100,"Dallas-Fort Worth-Arlington, TX",7637398,7666418,7774647,7947439,8100037,Metropolitan Statistical Area
19100,"Dallas-Plano-Irving, TX",5129916,5151115,5228482,5355462,5462593,Metropolitan Division
19100,"Collin County, TX",1066467,1075736,1114661,1158995,1195359,County or equivalent
19100,"Dallas County, TX",2611481,2610112,2588235,2601993,2606358,County or equivalent
19100,"Denton County, TX",906419,914398,943883,977760,1007703,County or equivalent
19100,"Ellis County, TX",192445,194317,203187,212323,222829,County or equivalent
19100,"Hunt County, TX",99953,100254,103591,108438,113347,County or equivalent
19100,"Kaufman County, TX",145307,147140,158313,172611,185690,County or equivalent
19100,"Rockwall County, TX",107844,109158,116612,123342,131307,County or equivalent
19100,"Fort Worth-Arlington-Grapevine, TX",2507482,2515303,2546165,2591977,2637444,Metropolitan Division
19100,"Johnson County, TX",180008,180964,187511,195496,202906,County or equivalent
19100,"Parker County, TX",148220,149552,157088,165938,173494,County or equivalent
19100,"Tarrant County, TX",2110623,2115840,2129695,2155646,2182947,County or equivalent
19100,"Wise County, TX",68631,68947,71871,74897,78097,County or equivalent
19140,"Dalton, GA",142843,142796,142687,143505,144722,Metropolitan Statistical Area
19140,"Murray County, GA",39976,40012,39975,40410,41035,County or equivalent
19140,"Whitfield County, GA",102867,102784,102712,103095,103687,County or equivalent
19300,"Daphne-Fairhope-Foley, AL",231768,233227,239439,246531,253507,Metropolitan Statistical Area
19300,"Baldwin County, AL",231768,233227,239439,246531,253507,County or equivalent
19340,"Davenport-Moline-Rock Island, IA-IL",384318,383768,381639,379439,379441,Metropolitan Statistical Area
19340,"Henry County, IL",49282,49167,48911,48596,48448,County or equivalent
19340,"Mercer County, IL",15698,15632,15580,15533,15487,County or equivalent
19340,"Rock Island County, IL",144667,144360,142923,141559,141236,County or equivalent
19340,"Scott County, IA",174671,174609,174225,173751,174270,County or equivalent
19430,"Dayton-Kettering-Beavercreek, OH",814050,814209,813802,812714,814363,Metropolitan Statistical Area
19430,"Greene County, OH",167969,168131,168236,169027,169691,County or equivalent
19430,"Miami County, OH",108775,108959,109411,110213,110876,County or equivalent
19430,"Montgomery County, OH",537306,537119,536155,533474,533796,County or equivalent
19460,"Decatur, AL",156498,156377,156448,157418,158635,Metropolitan Statistical Area
19460,"Lawrence County, AL",33074,33089,33073,33187,33502,County or equivalent
19460,"Morgan County, AL",123424,123288,123375,124231,125133,County or equivalent
19500,"Decatur, IL",103984,103752,102597,101333,100591,Metropolitan Statistical Area
19500,"Macon County, IL",103984,103752,102597,101333,100591,County or equivalent
19660,"Deltona-Daytona Beach-Ormond Beach, FL",668909,671804,687342,706423,721796,Metropolitan Statistical Area
19660,"Flagler County, FL",115372,116028,120974,126758,131439,County or equivalent
19660,"Volusia County, FL",553537,555776,566368,579665,590357,County or equivalent
19740,"Denver-Aurora-Centennial, CO",2963814,2970119,2978016,2986190,3005131,Metropolitan Statistical Area
19740,"Adams County, CO",519578,520500,523544,527509,533365,County or equivalent
19740,"Arapahoe County, CO",655075,655272,656855,656269,656061,County or equivalent
19740,"Broomfield County, CO",74105,74490,75411,76195,76860,County or equivalent
19740,"Clear Creek County, CO",9394,9393,9457,9367,9147,County or equivalent
19740,"Denver County, CO",715524,717606,711467,713453,716577,County or equivalent
19740,"Douglas County, CO",357998,360323,369783,375937,383906,County or equivalent
19740,"Elbert County, CO",26056,26216,27159,27842,28806,County or equivalent
19740,"Gilpin County, CO",5806,5820,5893,5886,5926,County or equivalent
19740,"Jefferson County, CO",582886,583081,580703,575811,576366,County or equivalent
19740,"Park County, CO",17392,17418,17744,17921,18117,County or equivalent
19780,"Des Moines-West Des Moines, IA",709512,711200,720756,729303,737164,Metropolitan Statistical Area
19780,"Dallas County, IA",99732,100536,104174,108146,111092,County or equivalent
19780,"Guthrie County, IA",10621,10612,10588,10681,10722,County or equivalent
19780,"Jasper County, IA",37805,37810,37874,37949,37919,County or equivalent
19780,"Madison County, IA",16546,16629,16793,17040,16971,County or equivalent
19780,"Polk County, IA",492410,493022,497842,501184,505255,County or equivalent
19780,"Warren County, IA",52398,52591,53485,54303,55205,County or equivalent
19820,"Detroit-Warren-Dearborn, MI",4392390,4385248,4369283,4348636,4342304,Metropolitan Statistical Area
19820,"Detroit-Dearborn-Livonia, MI",1793914,1789586,1774807,1758942,1751169,Metropolitan Division
19820,"Wayne County, MI",1793914,1789586,1774807,1758942,1751169,County or equivalent
19820,"Warren-Troy-Farmington Hills, MI",2598476,2595662,2594476,2589694,2591135,Metropolitan Division
19820,"Lapeer County, MI",88620,88583,88662,88632,88977,County or equivalent
19820,"Livingston County, MI",193861,193968,195333,196134,196757,County or equivalent
19820,"Macomb County, MI",881214,880238,877646,874235,875101,County or equivalent
19820,"Oakland County, MI",1274402,1272493,1272630,1271025,1270426,County or equivalent
19820,"St. Clair County, MI",160379,160380,160205,159668,159874,County or equivalent
20020,"Dothan, AL",151001,151151,151523,152477,153349,Metropolitan Statistical Area
20020,"Geneva County, AL",26658,26698,26620,26760,26988,County or equivalent
20020,"Henry County, AL",17141,17169,17433,17670,17899,County or equivalent
20020,"Houston County, AL",107202,107284,107470,108047,108462,County or equivalent
20100,"Dover, DE",181858,182315,185043,187758,189789,Metropolitan Statistical Area
20100,"Kent County, DE",181858,182315,185043,187758,189789,County or equivalent
20220,"Dubuque, IA",99275,99308,98854,98715,98887,Metropolitan Statistical Area
20220,"Dubuque County, IA",99275,99308,98854,98715,98887,County or equivalent
20260,"Duluth, MN-WI",280719,280619,280016,280328,281603,Metropolitan Statistical Area
20260,"Carlton County, MN",36191,36185,36440,36544,36825,County or equivalent
20260,"St. Louis County, MN",200233,200083,199521,199558,200514,County or equivalent
20260,"Douglas County, WI",44295,44351,44055,44226,44264,County or equivalent
20500,"Durham-Chapel Hill, NC",588911,585020,595831,602827,608879,Metropolitan Statistical Area
20500,"Chatham County, NC",76260,76664,78141,79939,81624,County or equivalent
20500,"Durham County, NC",324846,325567,329849,333292,336892,County or equivalent
20500,"Orange County, NC",148717,143602,148693,150253,150626,County or equivalent
20500,"Person County, NC",39088,39187,39148,39343,39737,County or equivalent
20580,"Eagle Pass, TX",57884,57875,57683,57628,57762,Metropolitan Statistical Area
20580,"Maverick County, TX",57884,57875,57683,57628,57762,County or equivalent
20740,"Eau Claire, WI",172013,172238,172607,173539,174873,Metropolitan Statistical Area
20740,"Chippewa County, WI",66300,66341,66590,66753,66970,County or equivalent
20740,"Eau Claire County, WI",105713,105897,106017,106786,107903,County or equivalent
20940,"El Centro, CA",179713,179612,179138,178940,179057,Metropolitan Statistical Area
20940,"Imperial County, CA",179713,179612,179138,178940,179057,County or equivalent
21060,"Elizabethtown, KY",125557,125702,126905,126893,127576,Metropolitan Statistical Area
21060,"Hardin County, KY",110696,110829,111878,111743,112273,County or equivalent
21060,"Larue County, KY",14861,14873,15027,15150,15303,County or equivalent
21140,"Elkhart-Goshen, IN",207046,206991,207054,206873,206409,Metropolitan Statistical Area
21140,"Elkhart County, IN",207046,206991,207054,206873,206409,County or equivalent
21300,"Elmira, NY",84142,83668,83039,81641,81325,Metropolitan Statistical Area
21300,"Chemung County, NY",84142,83668,83039,81641,81325,County or equivalent
21340,"El Paso, TX",868862,869802,870774,870655,873331,Metropolitan Statistical Area
21340,"El Paso County, TX",865661,866606,867499,867239,869880,County or equivalent
21340,"Hudspeth County, TX",3201,3196,3275,3416,3451,County or equivalent
21420,"Enid, OK",62839,62691,61964,61951,62023,Metropolitan Statistical Area
21420,"Garfield County, OK",62839,62691,61964,61951,62023,County or equivalent
21500,"Erie, PA",270892,270578,269257,268840,267571,Metropolitan Statistical Area
21500,"Erie County, PA",270892,270578,269257,268840,267571,County or equivalent
21660,"Eugene-Springfield, OR",382983,383308,384121,382181,381181,Metropolitan Statistical Area
21660,"Lane County, OR",382983,383308,384121,382181,381181,County or equivalent
21780,"Evansville, IN",269238,269517,269987,269892,270717,Metropolitan Statistical Area
21780,"Posey County, IN",25218,25185,25165,25098,25040,County or equivalent
21780,"Vanderburgh County, IN",180128,180336,180165,179563,179810,County or equivalent
21780,"Warrick County, IN",63892,63996,64657,65231,65867,County or equivalent
21820,"Fairbanks-College, AK",95660,95337,95593,95202,94840,Metropolitan Statistical Area
21820,"Fairbanks North Star Borough, AK",95660,95337,95593,95202,94840,County or equivalent
22020,"Fargo, ND-MN",249833,250220,255028,258573,262620,Metropolitan Statistical Area
22020,"Clay County, MN",65316,65344,65651,65860,66258,County or equivalent
22020,"Cass County, ND",184517,184876,189377,192713,196362,County or equivalent
22140,"Farmington, NM",121666,121376,120996,120569,120675,Metropolitan Statistical Area
22140,"San Juan County, NM",121666,121376,120996,120569,120675,County or equivalent
22180,"Fayetteville, NC",386807,387706,391067,390472,392336,Metropolitan Statistical Area
22180,"Cumberland County, NC",334733,335470,337888,336781,337890,County or equivalent
22180,"Hoke County, NC",52074,52236,53179,53691,54446,County or equivalent
22220,"Fayetteville-Springdale-Rogers, AR",546725,549937,563008,576967,590337,Metropolitan Statistical Area
22220,"Benton County, AR",284340,286618,294297,302822,311013,County or equivalent
22220,"Madison County, AR",16519,16545,16944,17463,17775,County or equivalent
22220,"Washington County, AR",245866,246774,251767,256682,261549,County or equivalent
22380,"Flagstaff, AZ",145104,145192,142897,144223,144472,Metropolitan Statistical Area
22380,"Coconino County, AZ",145104,145192,142897,144223,144472,County or equivalent
22420,"Flint, MI",406217,405777,404627,401923,401522,Metropolitan Statistical Area
22420,"Genesee County, MI",406217,405777,404627,401923,401522,County or equivalent
22500,"Florence, SC",199965,199665,199126,199176,199630,Metropolitan Statistical Area
22500,"Darlington County, SC",62905,62848,62725,62436,62416,County or equivalent
22500,"Florence County, SC",137060,136817,136401,136740,137214,County or equivalent
22520,"Florence-Muscle Shoals, AL",150794,151329,152497,153868,155175,Metropolitan Statistical Area
22520,"Colbert County, AL",57232,57304,57644,57993,58361,County or equivalent
22520,"Lauderdale County, AL",93562,94025,94853,95875,96814,County or equivalent
22540,"Fond du Lac, WI",104160,104169,104116,103812,103948,Metropolitan Statistical Area
22540,"Fond du Lac County, WI",104160,104169,104116,103812,103948,County or equivalent
22660,"Fort Collins-Loveland, CO",359074,359923,362747,367577,370771,Metropolitan Statistical Area
22660,"Larimer County, CO",359074,359923,362747,367577,370771,County or equivalent
22900,"Fort Smith, AR-OK",227205,227207,228266,229951,231280,Metropolitan Statistical Area
